LSTGauge,n_bases
e6+e6+e6+e6+e6+f4+f4+g2+g2+sp1+sp1+su3+su3+su3+su3+su3+su3,16
e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,16
e7+e7+e7+e7+e8+f4+g2+g2+g2+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2,16
e6+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,16
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,16
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+so8+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3,16
e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,16
e7+e7+e7+e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,16
e6+e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3+su3,16
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,16
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,16
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,16
e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,16
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,16
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2+su2,16
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,16
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,16
e7+e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,16
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,16
f4+f4+f4+g2+g2+su2+su2,15
g2+so7+so8+so8+so8+so8+su2+su2+su2,15
e6+e8+f4+g2+so7+sp1+su2+su2+su3,15
e6+e8+f4+f4+g2+sp1+su3+su3+su3,15
e7+e8+f4+g2+g2+so7+sp1+sp1+su2+su2,15
e6+e8+f4+g2+g2+so8+so8+so8+sp1+sp1+su3,15
e6+e6+e8+f4+g2+g2+so8+so8+sp1+sp1+su3+su3,15
e6+e6+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1,15
e6+e6+e6+e8+f4+g2+g2+so8+sp1+sp1+su3+su3+su3,15
e6+e7+e7+e7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2,15
e7+e7+e7+e7+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,15
e6+e6+e6+e6+e6+f4+g2+g2+su2+su2+su3+su3+su3+su3+su3,15
e7+e7+e7+e7+e7+e8+f4+f4+g2+g2+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,15
e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,15
e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3,15
e7+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,15
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,15
e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,15
e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so7+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,15
e6+e7+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,15
e7+e7+e7+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,15
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,15
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3+su3,15
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,15
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,15
e7+f4+g2+so7+so8+so8+su2+su2+su2,14
e6+e7+f4+g2+g2+g2+so8+su2+su2+su2,14
e6+e6+e7+f4+g2+g2+sp1+su2+su3+su3,14
e6+e7+e7+f4+f4+g2+g2+so7+su2+su2+su2+su2+su3,14
e6+e6+e6+e6+e7+g2+so7+su2+su2+su2+su3+su3+su3,14
e6+e6+e6+e6+f4+su3+su3+su3+su3+su3+su3+su3,14
e6+e7+e7+e8+f4+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2+su3,14
e6+e6+e6+e6+e8+f4+g2+so8+sp1+su3+su3+su3+su3+su3,14
e7+e7+e8+f4+f4+f4+g2+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su2,14
e6+e6+e6+e6+e6+e6+so8+su3+su3+su3+su3+su3+su3+su3,14
e6+e6+e6+e6+e6+e6+so7+so8+su2+su2+su3+su3+su3+su3+su3+su3,14
e6+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su2,14
e6+e6+e6+e6+e6+e6+f4+su3+su3+su3+su3+su3+su3+su3+su3,14
e6+e6+e6+e6+e6+e6+f4+so7+su2+su2+su3+su3+su3+su3+su3+su3,14
e6+e8+e8+f4+f4+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1,14
e6+e7+e7+e7+e7+g2+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,14
e6+e6+e6+e6+e6+e6+e6+so7+so7+su2+su2+su2+su2+su3+su3+su3+su3+su3+su3,14
e6+e6+e7+e7+e7+e7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,14
e7+e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,14
e7+e7+e7+e7+e7+e7+f4+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,14
e7+e7+e7+e7+e7+e7+e8+f4+f4+g2+g2+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,14
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,14
e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,14
e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,14
e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su3,14
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,14
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,14
e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,14
e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,14
e7+e7+f4+g2+g2+so7+sp1+sp1+su2+su2,13
e8+g2+g2+so8+so8+so8+so8+so8+sp1+su2,13
e8+f4+f4+f4+f4+g2+g2+g2+g2+sp1+sp1+su2+su2,13
e6+e6+e6+e6+e6+g2+g2+su2+su2+su3+su3+su3+su3,13
e6+e6+e6+e8+f4+f4+g2+g2+sp1+sp1+su3+su3+su3+su3,13
e6+e7+e8+f4+f4+f4+g2+g2+g2+g2+sp1+sp1+su2+su2+su3,13
e6+e6+e6+e6+e6+f4+f4+g2+su2+su3+su3+su3+su3+su3+su3,13
e6+e6+e6+e6+e6+f4+f4+g2+su2+su3+su3+su3+su3+su3+su3+su3,13
e6+e6+e6+e6+e6+e6+e6+su3+su3+su3+su3+su3+su3+su3,13
e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+su2,13
e6+e6+e6+e6+e6+e6+f4+so7+su2+su2+su3+su3+su3+su3+su3+su3+su3,13
e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su3,13
e6+e8+e8+f4+f4+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1,13
e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2,13
e7+e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+so7+so8+so8+sp1+sp1+sp1+sp1+su2+su2+su2,13
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,13
e7+e7+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+su2+su2+su2+su3,13
e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,13
e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,13
e6+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,13
e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,13
e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su3,13
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,13
e7+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,13
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,13
e7+e7+e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,13
e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,13
e6+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,13
e8+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,13
e6+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,13
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,13
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,13
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,13
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,13
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,13
e7+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,13
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,13
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,13
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,13
e7+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,13
e6+f4+f4+so8+su3+su3+su3,12
e8+g2+g2+so8+so8+so8+so8+so8+so8+sp1+su2,12
e6+e6+e6+e6+f4+so8+su3+su3+su3+su3+su3+su3,12
e6+e6+e6+e6+e6+g2+su2+su3+su3+su3+su3+su3+su3,12
e6+e6+e6+e6+f4+f4+su3+su3+su3+su3+su3+su3,12
e7+e7+e7+f4+f4+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,12
g2+g2+so8+so8+so8+so8+so8+so8+so8+so8+so8+sp1+sp1,12
e6+e8+e8+f4+f4+f4+g2+g2+g2+sp1+sp1+sp1+su3+su3,12
e6+e8+e8+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su3,12
e6+e6+e6+e6+e6+e6+e6+so7+su2+su2+su3+su3+su3+su3+su3+su3,12
e7+e7+e7+e7+f4+f4+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su3,12
e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,12
e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su3+su3,12
e6+e6+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su2,12
e6+e6+e7+e7+e7+e7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,12
e7+e7+e7+e7+e8+f4+f4+g2+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2,12
e6+e6+e6+e6+e6+e6+e6+e6+so7+su2+su2+su3+su3+su3+su3+su3+su3+su3+su3,12
e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,12
e6+e7+e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,12
e6+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,12
e6+e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su3+su3,12
e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,12
e6+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3+su3,12
e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,12
e6+e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,12
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,12
e6+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,12
e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,12
e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,12
e8+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,12
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3,12
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,12
e7+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,12
e6+e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3+su3,12
e6+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,12
e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,12
e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,12
e6+e7+f4+f4+g2+g2+so7+su2+su2+su2+su2,11
e6+e6+e7+f4+g2+so8+sp1+su3+su3+su3,11
so8+so8+so8+so8+so8+so8+so8+so8+su3,11
e6+e8+f4+f4+g2+g2+sp1+su2+su3+su3,11
e6+e6+e8+f4+g2+so7+sp1+su2+su2+su3+su3,11
e6+e6+e6+e7+f4+f4+g2+su2+su3+su3+su3+su3,11
e6+e6+e6+e6+e7+so7+so8+su2+su2+su3+su3+su3+su3,11
g2+g2+so8+so8+so8+so8+so8+so8+so8+so8+su2+su2,11
e6+e6+e8+f4+f4+g2+sp1+su3+su3+su3+su3,11
e6+e6+e6+e6+f4+f4+su3+su3+su3+su3+su3+su3+su3,11
e7+e7+e7+e7+g2+so7+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2,11
e6+e6+e8+e8+f4+f4+g2+g2+g2+sp1+sp1+sp1+su3+su3+su3,11
e7+e7+e7+e7+f4+f4+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,11
e6+e6+e6+e6+e6+f4+f4+g2+g2+su2+su2+su3+su3+su3+su3+su3+su3,11
e7+e7+e7+e7+f4+f4+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,11
e7+e7+e8+e8+f4+f4+g2+g2+g2+g2+so7+so7+sp1+sp1+sp1+su2+su2+su2+su2+su2,11
e6+e6+e6+e6+e6+e6+f4+f4+g2+g2+sp1+sp1+su3+su3+su3+su3+su3+su3+su3,11
e6+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,11
e6+e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su2+su2,11
e6+e6+e6+e6+e6+e6+e6+f4+f4+g2+g2+sp1+su2+su3+su3+su3+su3+su3+su3+su3+su3,11
e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,11
e6+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,11
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1,11
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,11
e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,11
e7+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,11
e6+e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,11
e7+e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,11
e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,11
e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,11
